customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
7590-04057,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Mailed check,96.34,No, 
7590-04058,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),68.44,No,3304.74
7590-04059,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),38.86,No,841.33
7590-04060,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Electronic check,109.18,No,1407.56
7590-04061,Male,0,Yes,No,66,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,108.28,No,6273.12
7590-04062,Female,0,No,No,32,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),56.76,No,2011.8
7590-04063,Male,0,Yes,No,37,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),84.31,Yes,3511.94
7590-04064,Male,0,No,Yes,18,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),95.61,No,1972.21
7590-04065,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),28.48,Yes,95.15
7590-04066,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,103.17,Yes,6168.31
7590-04067,Male,0,No,Yes,69,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.88,No,5137.99
7590-04068,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,No,Mailed check,70.68,Yes,717.28
7590-04069,Female,1,Yes,Yes,16,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,110.72,No,1959.8
7590-04070,Male,0,Yes,Yes,0,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),97.17,No,97.17
7590-04071,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,67.76,No,1031.47
7590-04072,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Electronic check,106.44,No,123.6
7590-04073,Male,1,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,106.34,Yes,338.98
7590-04074,Female,0,Yes,No,65,No,Yes,DSL,Yes,No internet service,No,No,No,Yes,One year,No,Electronic check,80.58,No,6029.51
7590-04075,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.31,No,4892.1
7590-04076,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),91.66,Yes,3757.9
7590-04077,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,27.96,No,1908.15
7590-04078,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.38,No,4605.59
7590-04079,Male,0,No,No,47,Yes,No,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,93.64,No,4956.64
7590-04080,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),51.6,No,2289.63
7590-04081,Female,0,No,No,69,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),32.53,No,2221.83
7590-04082,Male,1,Yes,Yes,59,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,25.76,No,1414.41
7590-04083,Male,1,No,No,29,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.11,No,3637.06
7590-04084,Male,1,Yes,No,26,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.83,No,1828.12
7590-04085,Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,24.61,No,1095.79
7590-04086,Male,1,No,No,69,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,20.73,No,1150.41
7590-04087,Male,0,Yes,Yes,25,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,29.08,Yes,622.44
7590-04088,Female,0,Yes,No,41,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.04,No,3758.13
7590-04089,Female,0,No,No,66,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.28,Yes,2668.66
7590-04090,Female,1,No,No,66,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,70.02,No,4784.71
7590-04091,Male,1,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),101.84,No,4572.05
7590-04092,Male,0,Yes,Yes,5,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,95.44,No,492.08
7590-04093,Male,0,Yes,No,9,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),58.4,No,540.24
7590-04094,Female,0,Yes,Yes,37,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.9,No,4522.43
7590-04095,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),49.33,Yes,514.8
7590-04096,Male,1,Yes,Yes,45,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,43.08,Yes,2050.34
7590-04097,Female,1,No,No,48,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,93.99,Yes,5094.14
7590-04098,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,68.19,No,4669.42
7590-04099,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.51,No,6367.88
7590-04100,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,45.43,No,3495.63
7590-04101,Female,0,Yes,No,42,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.49,No,2843.59
7590-04102,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,38.6,No,2634.57
7590-04103,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,26.32,No,865.08
7590-04104,Male,0,No,Yes,10,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,37.11,No,332.53
7590-04105,Male,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,24.18,No,911.1
7590-04106,Female,0,No,No,22,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,38.38,No,763.49
7590-04107,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.54,No,1379.52
7590-04108,Female,0,No,No,20,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),31.98,No,738.17
7590-04109,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,61.73,No,2043.64
7590-04110,Female,0,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),46.23,Yes,1082.14
7590-04111,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,51.3,No,2593.67
7590-04112,Female,0,No,Yes,52,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),35.44,No,1877.88
7590-04113,Female,1,No,No,27,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),111.82,No,3101.99
7590-04114,Female,1,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,108.22,No,5250.79
7590-04115,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),51.5,No,3162.06
7590-04116,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.45,No,7875.66
7590-04117,Male,0,No,No,32,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.38,No,2351.4
7590-04118,Female,1,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,47.96,No,2645.5
7590-04119,Female,1,No,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),117.71,No,4049.14
7590-04120,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.45,No,2523.91
7590-04121,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),26.65,No,1050.2
7590-04122,Female,0,Yes,No,27,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,76.88,No,2383.8
7590-04123,Female,0,No,No,9,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),36.51,No,388.03
7590-04124,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.97,No,2047.34
7590-04125,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),23.08,No,106.09
7590-04126,Female,0,Yes,Yes,5,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,29.38,No,166.37
7590-04127,Male,0,Yes,Yes,41,No,Yes,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.67,No,2207.58
7590-04128,Female,0,No,No,46,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,80.19,No,3314.75
7590-04129,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Mailed check,83.19,No,1989.58
7590-04130,Male,1,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,83.33,No,848.96
7590-04131,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,69.52,No,1444.05
7590-04132,Female,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,One year,Yes,Electronic check,51.48,No,305.22
7590-04133,Female,0,Yes,Yes,65,Yes,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.01,No,6498.81
7590-04134,Male,0,No,No,57,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,63.66,No,3919.88
7590-04135,Male,0,Yes,No,65,No,Yes,DSL,No internet service,No,Yes,No,No,No internet service,One year,Yes,Electronic check,96.91,No,5499.21
7590-04136,Female,0,No,No,35,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.66,Yes,2333.51
7590-04137,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),104.47,No,114.15
7590-04138,Male,1,Yes,Yes,37,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),21.06,No,715.11
7590-04139,Female,0,Yes,No,13,Yes,No,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,45.21,Yes,594.72
7590-04140,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,96.64,No,2077.44
7590-04141,Female,0,Yes,Yes,14,Yes,No,No,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,87.73,No,1455.33
7590-04142,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),109.41,No,1066.13
7590-04143,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,77.76,No,3720.57
7590-04144,Female,0,No,No,56,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,114.29,No,6575.6
7590-04145,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),110.22,No,4360.95
7590-04146,Male,0,No,No,60,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),111.35,No,6596.2
7590-04147,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,80.03,No,3392.36
7590-04148,Female,0,No,Yes,51,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,107.71,Yes,5409.76
7590-04149,Female,0,No,No,61,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,61.44,No,3873.66
7590-04150,Female,0,No,Yes,1,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,116.22,Yes,130.2
7590-04151,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,34.96,No,2494.27
7590-04152,Male,1,Yes,No,30,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,48.29,Yes,1563.14
7590-04153,Male,0,No,No,72,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),69.7,No,4385.96
7590-04154,Male,1,No,No,71,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),114.85,No,8273.01
7590-04155,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,76.33,No,2049.86
7590-04156,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,24.54,No,112.3
7590-04157,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.34,No,5011.07
7590-04158,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,114.06,No,1086.79
7590-04159,Male,0,No,No,22,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,61.75,No,1182.55
7590-04160,Male,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,48.53,No,2299.54
7590-04161,Female,0,No,No,26,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,78.45,Yes,2066.33
7590-04162,Male,0,Yes,No,55,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.99,Yes,5013.31
7590-04163,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),58.77,No,3671.31
7590-04164,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,25.94,No,1205.02
7590-04165,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,55.82,No,1108.82
7590-04166,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.2,No,3208.23
7590-04167,Female,0,No,Yes,60,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,70.45,Yes,3841.29
7590-04168,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,88.69,Yes,1685.62
7590-04169,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),19.9,No,576.04
7590-04170,Female,0,Yes,No,37,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),107.04,Yes,4493.38
7590-04171,Male,1,No,Yes,71,Yes,Yes,No,No,Yes,No internet service,No,No,No,Two year,No,Mailed check,79.14,Yes,6534.14
7590-04172,Female,0,No,No,55,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),71.42,No,4489.18
7590-04173,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,34.46,No,1241.48
7590-04174,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),30.41,No,2249.95
7590-04175,Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,74.44,Yes,1723.11
7590-04176,Male,1,Yes,No,20,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.33,No,1968.12
7590-04177,Male,0,No,Yes,61,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.86,No,5456.03
7590-04178,Female,0,No,No,22,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,75.63,No,1547.87
7590-04179,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,53.91,No,1211.84
7590-04180,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),32.48,Yes,527.86
7590-04181,Male,0,No,Yes,61,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,75.15,No,4952.77
7590-04182,Male,0,No,No,64,Yes,No,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,51.7,No,3535.08
7590-04183,Male,0,No,Yes,4,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,99.54,Yes,405.68
7590-04184,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),69.23,No,2703.91
7590-04185,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.81,No,2322.1
7590-04186,Female,0,Yes,No,40,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,101.72,Yes,4188.09
7590-04187,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),110.11,No,5268.78
7590-04188,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),36.69,No,542.4
7590-04189,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,73.61,No,4724.19
7590-04190,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,103.41,Yes,5423.09
7590-04191,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),105.25,No,5191.07
7590-04192,Female,0,No,Yes,67,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,No,Mailed check,76.82,Yes,5336.11
7590-04193,Male,0,No,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,71.72,No,3263.26
7590-04194,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),22.99,No,892.66
7590-04195,Female,0,Yes,No,24,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,91.73,No,1821.49
7590-04196,Male,0,No,No,66,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),36.63,No,2322.45
7590-04197,Male,0,Yes,No,34,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),107.1,No,4006.17
7590-04198,Male,0,No,No,72,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.51,No,5945.28
7590-04199,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.15,No,2972.39
7590-04200,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,73.13,No,651.5
7590-04201,Female,0,Yes,No,23,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,64.82,No,1617.03
7590-04202,Female,0,No,No,22,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,48.86,No,1030.2
7590-04203,Female,1,No,No,60,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,No,Mailed check,22.21,Yes,1501.58
7590-04204,Female,0,Yes,No,36,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),82.1,No,2784.03
7590-04205,Female,0,Yes,No,44,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,113.44,No,4918.71
7590-04206,Female,0,No,No,14,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),65.79,No,763.26
7590-04207,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,47.82,No,3189.54
7590-04208,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),86.47,No,1176.64
7590-04209,Female,0,No,No,51,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Electronic check,90.05,No,4115.4
7590-04210,Male,1,No,No,35,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.19,No,3315.29
7590-04211,Female,0,No,Yes,26,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),114.53,No,3305.51
7590-04212,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,30.52,No,540.46
7590-04213,Male,1,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),99.81,No,3194.23
7590-04214,Male,0,No,No,3,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),26.53,Yes,87.87
7590-04215,Male,0,No,No,2,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.82,No,179.29
7590-04216,Female,0,No,No,18,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.09,No,1909.02
7590-04217,Male,0,No,No,40,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),58.89,No,2070.85
7590-04218,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,No,Electronic check,90.48,No,3213.46
7590-04219,Female,0,Yes,No,57,No,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),38.72,No,1811.47
7590-04220,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),21.52,No,758.68
7590-04221,Female,0,No,No,6,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,36.13,Yes,208.73
7590-04222,Male,1,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,32.1,Yes,982.33
7590-04223,Male,0,No,No,19,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,102.65,No,2090.11
7590-04224,Female,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,45.53,No,1481.38
7590-04225,Female,0,Yes,No,67,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.99,Yes,4976.68
7590-04226,Male,0,Yes,No,65,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,101.8,No,6164.4
7590-04227,Female,1,No,No,46,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,114.22,No,4535.45
7590-04228,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Mailed check,101.18,Yes,1852.85
7590-04229,Female,0,Yes,No,5,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,103.05,No,457.76
7590-04230,Male,0,No,No,17,Yes,No,No,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),52.81,No,904.41
7590-04231,Male,1,Yes,No,52,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,47.39,No,2543.7
7590-04232,Female,0,No,Yes,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.48,No,1066.18
7590-04233,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.32,Yes,6734.53
7590-04234,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.35,No,1485.87
